codigo_oc,nombre_oc,fecha_creacion,tipo,codigo_licitacion,estado,organismo_codigo,organismo_nombre,organismo_rut,comuna,region,proveedor_codigo,proveedor_nombre,proveedor_rut,proveedor_comuna,proveedor_region,item_correlativo,codigo_categoria,categoria,codigo_producto,producto,especificacion_comprador,cantidad,unidad,moneda,precio_neto_unitario,total_linea_derivado,total_item_reportado
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,16,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0639	SOLICIT. EXAM. RADIOLOG. ECOGRAF. (A. CERRADA)
",4.0,,CLP,2617.0,10468.0,10468.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,17,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0640	ENCUESTA EX. RX. C/ USO CONTRASTE ENDOVEN.( A. CERRADA)
",5.0,,CLP,2617.0,13085.0,13085.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,18,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0646	FICHAS REGIST. ENFERMERIA QMT
",200.0,,CLP,99.0,19800.0,19800.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,19,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0653	CARPETAS INSTITUSIONALES
",103.0,,CLP,803.0,82709.0,82709.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,20,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0107	RECETARIOS OBSTETRICIA AUT.
",40.0,,CLP,1455.0,58200.0,58200.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,21,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0011	CANJE DIARIO PABELLON C/COPIA)
",10.0,,CLP,2290.0,22900.0,22900.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,22,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0048	EVOLUCION MEDICA ORIG.
",3.0,,CLP,1432.0,4296.0,4296.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,23,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0108	RECETARIOS PEDIATRIA AUT.
",20.0,,CLP,1455.0,29100.0,29100.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,24,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0111	RECETARIOS ESP.QUIRURGICAS AUT.
",20.0,,CLP,1455.0,29100.0,29100.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,25,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0677	LIBRO BIOPSIA
",1.0,,CLP,41325.0,41325.0,41325.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,26,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0106	RECETARIOS CIRUGIA AUT.
",40.0,,CLP,1455.0,58200.0,58200.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,27,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0696	FICHA DE PROCEDIMIENTO A. AB. DEL NIÑO Y NIÑA
",100.0,,CLP,99.0,9900.0,9900.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,28,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0720	GASTO DE INSUMO PABELLON
",1.0,,CLP,2489.0,2489.0,2489.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,29,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0167	RECETARIO MEDICINA AUT.
",20.0,,CLP,1455.0,29100.0,29100.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,30,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0126	SOLICITUD BIOPSIA
",20.0,,CLP,2209.0,44180.0,44180.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,31,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0597	LIBRO INGRESO PACTE.DIARIO RECUPERACION (PABELLON CENTRAL)
",1.0,,CLP,11400.0,11400.0,11400.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,32,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0603	LISTA CHEQUEO QUIRURGICO PABELLON CENTRAL
",18.0,,CLP,2275.0,40950.0,40950.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,33,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0357	FICHA REG. ENF. UPC PED.MONITORIZACION
",200.0,,CLP,99.0,19800.0,19800.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,34,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-1052	EVALUACION DE RIESGO E INDICACIONES ENF. TROMBOEMBOLICA EN PACTE. QUIRURGICOS
",6.0,,CLP,2617.0,15702.0,15702.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,35,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-1056	NOTIFICACION INMEDIATA Y ENVIO MUESTRA A CONF. IRA GRAVE Y FALLECIDOS X INFLUENZA
",6.0,,CLP,2617.0,15702.0,15702.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,36,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-1061	NIVELES PLASMATICOS
",6.0,,CLP,2209.0,13254.0,13254.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,37,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0656	FICHA IMPRESAS ECOGRAFIAS OBSTETRICAS
",200.0,,CLP,99.0,19800.0,19800.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,38,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0682	RECETARIOS NEUROLOGIA
",10.0,,CLP,1455.0,14550.0,14550.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,39,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0826	ETIQUETA AUTOADHESIVA UNIDAD CORDON DE URGENCIA Y PABELLON
",1440.0,,CLP,48.0,69120.0,69120.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,40,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0827	CARNE CONTROL LIGADURA DE VARICES ESOFAGICOS
",10.0,,CLP,118.0,1180.0,1180.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,41,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-1028	HOJA CHEQUEO PRE-OPERATORIO
",25.0,,CLP,2617.0,65425.0,65425.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,42,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-1030	DESINFECCION DE ALTO NIVEL
",2.0,,CLP,2209.0,4418.0,4418.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,43,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-1003	UPC INFANTIL UCI
",1.0,,CLP,2209.0,2209.0,2209.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,44,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0008	CANJE DIARIO MATERIAL C/COPIA
",100.0,,CLP,2290.0,229000.0,229000.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,45,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,513-0052	FICHA CLÍNICA PERINATAL,1000.0,,CLP,176.0,176000.0,176000.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,46,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0057	FICHA EVAL.FISICA DE ENFERMERÍA (UPC ADULTO)
",4000.0,,CLP,200.0,800000.0,800000.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,47,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0078	INTERCONSULTAS
",150.0,,CLP,2275.0,341250.0,341250.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,48,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0093	PEDIDO DIARIO MATERIALES
",2.0,,CLP,1867.0,3734.0,3734.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,49,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0095	PEDIDO ENTREGA BODEGA
",3.0,,CLP,2489.0,7467.0,7467.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,50,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0104	RECETARIOS RAYOS AUTOCOP.
",60.0,,CLP,1378.0,82680.0,82680.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,51,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0110	RECETARIOS PABELLÓN AUT.
",120.0,,CLP,1455.0,174600.0,174600.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,52,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0113	RECETARIOS UNID.DE EMERGENCIA AUT.
",160.0,,CLP,1455.0,232800.0,232800.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,53,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0114	REGISTRO ANESTESIA
",45.0,,CLP,2617.0,117765.0,117765.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,54,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0117	REPOSICIÓN OSTEOSINTESIS
",8.0,,CLP,2755.0,22040.0,22040.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,55,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0123	SOBRES RADIOLOGICOS CH. 33 X 27
",1000.0,,CLP,380.0,380000.0,380000.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,56,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0163	TRANSFUSIÓN SANGRE ORIG.
",5.0,,CLP,2209.0,11045.0,11045.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,57,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0173	SOLICITUD E.E.G. A. ABIERTA
",8.0,,CLP,1506.0,12048.0,12048.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,58,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0180	SOLICITUD ELECTROMIOGRAFIA A. ABIERTA
",1.0,,CLP,1506.0,1506.0,1506.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,59,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0188	CARNET SALUD UROLOGIA
",30.0,,CLP,101.0,3030.0,3030.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,60,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0235	SOBRE PAPEL KRAFT CAFÉ
",85.0,,CLP,152.0,12920.0,12920.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,61,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0269	CARNÉ DE USUARIO
",10.0,,CLP,508.0,5080.0,5080.0
1057417-1338-SE24,IG erp TD (CS) 10775 complementa pedido 2 Formularios,2024-01-30T09:01:55.307,SE,,Recepción Conforme,7375,COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ,61.607.301-K,Los Angeles,Región del Biobío ,48539,HUGO GODOY VILLABLANCA Y CIA. LTDA.,77.601.240-8,Los Angeles,Región del Biobío ,62,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura,14111533,Cuadernillos o formularios para exámenes,"513-0327	SOLICITUD RECETA MEDICAMENTOS RESTRINGIDOS
",1.0,,CLP,3425.0,3425.0,3425.0
